field_id	lba	start	end	length	profile_axis	profile	semantic_type	meaning	decode_rule	encode_rule	ownership	evolution_kind	producer_evidence	consumer_evidence	physical_evidence	implementation_provenance	code_symbol	test_symbol	semantic_status	implementation_status	behavior_test_status	ownership_test_symbol
lba9.eetu	9	000	07f	128	lba9_eetu	eetu	PackedStruct	EETU time/useCount structure plus reverse backing.	Validate EETU; consume bounds/useCount; preserve reverse backing.	Serialize controls; preserve backing; explicit tail stays zero.	owner	AddedRemoved	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Reverse bytes are backing, not hidden fields.	planned:protocol::lba9::eetu	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.upper_zero	9	100	1ff	256	lba9_overlay	zero	UnownedBacking	No active upper-half payload.	Ignore/preserve backing.	Preserve bytes.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Explicit ownership state.	planned:protocol::lba9::upper_zero	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.sapf	9	100	11f	32	lba9_overlay	sapf	PackedStruct	SAPF restore metadata.	Decode SAPF only through +0x11F.	Serialize SAPF restore fields.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Profile avoids User/EPPE reinterpretation.	planned:protocol::lba9::sapf	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.sapf_tail	9	120	1ff	224	lba9_overlay	sapf	UnownedBacking	Backing outside SAPF payload.	Ignore semantic content.	Preserve backing.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	SAPF consumer stops at +0x11F.	planned:protocol::lba9::sapf_tail	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.user_continuation	9	100	17f	128	lba9_overlay	long-user	CString	Long User continuation User[28..NUL].	Join User continuation and ignore post-NUL backing.	Write remaining User bytes through NUL.	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA6	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Official virtual positive.	planned:protocol::lba9::user_continuation	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.long_user_tail	9	180	1ff	128	lba9_overlay	long-user	UnownedBacking	Backing outside long-User payload.	Ignore semantic content.	Preserve backing.	owner	OwnershipChanged	S-WIN-CURRENT;V-LBA6	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Physical preserve state plus virtual active User.	planned:protocol::lba9::long_user_tail	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.eppe_pre	9	100	17f	128	lba9_overlay	eppe	UnownedBacking	Backing before EPPE payload.	Ignore semantic content.	Preserve backing.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	EPPE starts at +0x180.	planned:protocol::lba9::eppe_pre	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.eppe_magic	9	180	183	4	lba9_overlay	eppe	Scalar	EPPE magic.	Validate EPPE magic.	Write EPPE magic.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT	P-GOLD-ENC	Canonical COMPLETE semantics; provenance limits remain documented.	planned:protocol::lba9::eppe_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.eppe_min_len	9	184	187	4	lba9_overlay	eppe	Scalar	Minimum password length.	Decode LE DWORD.	Write validated 6..19 value.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT	P-GOLD-ENC	Canonical COMPLETE semantics; provenance limits remain documented.	planned:protocol::lba9::eppe_min_len	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.eppe_zero_tail	9	188	1ff	120	lba9_overlay	eppe	CompatibilityField	EPPE writer-owned zero tail.	No current semantic consumer.	Current producer initializes zero.	owner	OwnershipChanged	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Canonical COMPLETE semantics; provenance limits remain documented.	planned:protocol::lba9::eppe_zero_tail	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.absent	10	000	1ff	512	lba10_eesi	absent-zero	CompatibilityField	EESI absent-zero profile.	Do not interpret EESI without magic.	Preserve absent profile.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-GOLD-ENC;P-GOLD-NOPWD	General census covers absent state.	planned:protocol::lba10::absent	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.eesi_magic	10	000	003	4	lba10_eesi	eesi-enabled	Scalar	EESI magic	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::eesi_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.suspension_flag	10	004	007	4	lba10_eesi	eesi-enabled	Scalar	UsbSuspensionWnd flag	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::suspension_flag	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.share_label	10	008	017	16	lba10_eesi	eesi-enabled	CString	Type2 label	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::share_label	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.encrypt_label	10	018	027	16	lba10_eesi	eesi-enabled	CString	Type4 label	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::encrypt_label	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.extension	10	028	07f	88	lba10_eesi	eesi-enabled	CompatibilityField	Caller extension	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::extension	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba10.tail	10	080	1ff	384	lba10_eesi	eesi-enabled	UnownedBacking	Preserve/ignore tail	Decrypt/interpret first 0x80; preserve tail.	SetEESI owns first 0x80 and preserves tail.	owner	AddedRemoved	S-EESI-361018	S-EESI-361018	P-EESI-NETAC	Authentic pre-write enabled capture.	planned:protocol::lba10::tail	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.drkb_magic	11	000	003	4	lba11_capacity	disk-size	Scalar	DRKB magic	Derive crypto key using DISK_GEOMETRY_EX.DiskSize; decode canonical field.	Build sector using DISK_GEOMETRY_EX.DiskSize.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::drkb_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.random252	11	004	0ff	252	lba11_capacity	disk-size	EncryptedRegion	252-byte random key material	Derive crypto key using DISK_GEOMETRY_EX.DiskSize; decode canonical field.	Build sector using DISK_GEOMETRY_EX.DiskSize.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::random252	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.pdkb_magic	11	100	103	4	lba11_capacity	disk-size	Scalar	PDKB magic	Derive crypto key using DISK_GEOMETRY_EX.DiskSize; decode canonical field.	Build sector using DISK_GEOMETRY_EX.DiskSize.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::pdkb_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.uid_payload	11	104	1ff	252	lba11_capacity	disk-size	EncryptedRegion	Encrypted UID + zero fill	Derive crypto key using DISK_GEOMETRY_EX.DiskSize; decode canonical field.	Build sector using DISK_GEOMETRY_EX.DiskSize.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::uid_payload	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.drkb_magic	11	000	003	4	lba11_capacity	repair-chs	Scalar	DRKB magic	Derive crypto key using CHS capacity product; decode canonical field.	Build sector using CHS capacity product.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::drkb_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.random252	11	004	0ff	252	lba11_capacity	repair-chs	EncryptedRegion	252-byte random key material	Derive crypto key using CHS capacity product; decode canonical field.	Build sector using CHS capacity product.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::random252	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.pdkb_magic	11	100	103	4	lba11_capacity	repair-chs	Scalar	PDKB magic	Derive crypto key using CHS capacity product; decode canonical field.	Build sector using CHS capacity product.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::pdkb_magic	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba11.uid_payload	11	104	1ff	252	lba11_capacity	repair-chs	EncryptedRegion	Encrypted UID + zero fill	Derive crypto key using CHS capacity product; decode canonical field.	Build sector using CHS capacity product.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Writer path selects capacity algorithm.	planned:protocol::lba11::uid_payload	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.edpf_table	12	000	11f	288	lba12_mode	legacy-v0064	EncryptedRegion	3x96B EDPF table; key mode legacy-v0064 compatibility.	Decrypt table under legacy-v0064.	Serialize table under legacy-v0064.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Virtual mode1/mode3 remains explicitly virtual.	planned:protocol::lba12::edpf_table	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.pass_info	12	120	12d	14	lba12_mode	legacy-v0064	PackedStruct	14-byte pass-info.	Decode named pass-info fields.	Serialize selected mode/version pass-info.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Pass-info is inside continuous sector encryption.	planned:protocol::lba12::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.zero_padding	12	12e	1ff	210	lba12_mode	legacy-v0064	CompatibilityField	Post-table zero plaintext inside cipher stream.	Decrypt then require writer-zero compatibility region.	Zero plaintext before whole-sector encryption.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Tail is encrypted, never raw.	planned:protocol::lba12::zero_padding	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.edpf_table	12	000	11f	288	lba12_mode	mode1	EncryptedRegion	3x96B EDPF table; key mode A7F0/A6B0.	Decrypt table under mode1.	Serialize table under mode1.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Virtual mode1/mode3 remains explicitly virtual.	planned:protocol::lba12::edpf_table	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.pass_info	12	120	12d	14	lba12_mode	mode1	PackedStruct	14-byte pass-info.	Decode named pass-info fields.	Serialize selected mode/version pass-info.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Pass-info is inside continuous sector encryption.	planned:protocol::lba12::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.zero_padding	12	12e	1ff	210	lba12_mode	mode1	CompatibilityField	Post-table zero plaintext inside cipher stream.	Decrypt then require writer-zero compatibility region.	Zero plaintext before whole-sector encryption.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Tail is encrypted, never raw.	planned:protocol::lba12::zero_padding	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.edpf_table	12	000	11f	288	lba12_mode	mode2	EncryptedRegion	3x96B EDPF table; key mode SM4-ECB.	Decrypt table under mode2.	Serialize table under mode2.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Virtual mode1/mode3 remains explicitly virtual.	planned:protocol::lba12::edpf_table	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.pass_info	12	120	12d	14	lba12_mode	mode2	PackedStruct	14-byte pass-info.	Decode named pass-info fields.	Serialize selected mode/version pass-info.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Pass-info is inside continuous sector encryption.	planned:protocol::lba12::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.zero_padding	12	12e	1ff	210	lba12_mode	mode2	CompatibilityField	Post-table zero plaintext inside cipher stream.	Decrypt then require writer-zero compatibility region.	Zero plaintext before whole-sector encryption.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Tail is encrypted, never raw.	planned:protocol::lba12::zero_padding	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.edpf_table	12	000	11f	288	lba12_mode	mode3	EncryptedRegion	3x96B EDPF table; key mode AES-128-ECB.	Decrypt table under mode3.	Serialize table under mode3.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Virtual mode1/mode3 remains explicitly virtual.	planned:protocol::lba12::edpf_table	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.pass_info	12	120	12d	14	lba12_mode	mode3	PackedStruct	14-byte pass-info.	Decode named pass-info fields.	Serialize selected mode/version pass-info.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Pass-info is inside continuous sector encryption.	planned:protocol::lba12::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba12.zero_padding	12	12e	1ff	210	lba12_mode	mode3	CompatibilityField	Post-table zero plaintext inside cipher stream.	Decrypt then require writer-zero compatibility region.	Zero plaintext before whole-sector encryption.	owner	EncodingChanged	S-WIN-CURRENT;S-LINUX-DWARF;V-LBA12	S-WIN-CURRENT;S-LINUX-DWARF	MISSING_PHYSICAL	Tail is encrypted, never raw.	planned:protocol::lba12::zero_padding	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.lba4.second_key_source	4	01c	01f	4	lba4_second_key_source	current-main-onlyid	CompatibilityField	Second key reuses main onlyid.	Overlay annotation; owner is lba4_encoding.	Producer source changes only.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT	P-GOLD-ENC	Composes with either encoding.	planned:protocol::profile::lba4_second_key_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.lba4.second_key_source	4	01c	01f	4	lba4_second_key_source	legacy-guid-crc	CompatibilityField	Second key comes from independent GUID CRC.	Overlay annotation; owner is lba4_encoding.	Producer source changes only.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT	P-GOLD-ENC	Composes with either encoding.	planned:protocol::profile::lba4_second_key_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.lba4.hserial_source	4	020	033	20	lba4_hserial_source	current-zero	CompatibilityField	Current HSerial vector is zero.	Overlay annotation; owner is lba4_encoding.	Zero/caller producer varies independently.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-191141;S-BUS-2020	P-GOLD-ENC;P-GOLD-NOPWD	Caller value-generation algorithm is not invented.	planned:protocol::profile::lba4_hserial_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.lba4.hserial_source	4	020	033	20	lba4_hserial_source	legacy-caller-vector	CompatibilityField	Legacy ABI carries caller HSerial[5].	Overlay annotation; owner is lba4_encoding.	Zero/caller producer varies independently.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-191141;S-BUS-2020	P-GOLD-ENC;P-GOLD-NOPWD	Caller value-generation algorithm is not invented.	planned:protocol::profile::lba4_hserial_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.host_hardinfo.lba4	4	035	038	4	host_hardinfo_source	current-zero	CompatibilityField	Current host-hardinfo is zero.	Overlay annotation; semantic owner is base/LBA4 encoding.	Producer axis is independent of LBA4 encoding and UsbOnlyInfo.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141	P-GOLD-ENC	Cross-LBA mirror is independent.	planned:protocol::profile::host_hardinfo_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.host_hardinfo.lba8	8	014	017	4	host_hardinfo_source	current-zero	CompatibilityField	Current host-hardinfo is zero.	Overlay annotation; semantic owner is base/LBA4 encoding.	Producer axis is independent of LBA4 encoding and UsbOnlyInfo.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141	P-GOLD-ENC	Cross-LBA mirror is independent.	planned:protocol::profile::host_hardinfo_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.host_hardinfo.lba4	4	035	038	4	host_hardinfo_source	legacy-host-identity	CompatibilityField	Historical host DiskNumber/DeviceNumber-derived identity.	Overlay annotation; semantic owner is base/LBA4 encoding.	Producer axis is independent of LBA4 encoding and UsbOnlyInfo.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141	P-GOLD-ENC	Cross-LBA mirror is independent.	planned:protocol::profile::host_hardinfo_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
overlay.host_hardinfo.lba8	8	014	017	4	host_hardinfo_source	legacy-host-identity	CompatibilityField	Historical host DiskNumber/DeviceNumber-derived identity.	Overlay annotation; semantic owner is base/LBA4 encoding.	Producer axis is independent of LBA4 encoding and UsbOnlyInfo.	overlay	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141	P-GOLD-ENC	Cross-LBA mirror is independent.	planned:protocol::profile::host_hardinfo_source	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
